iteration_num,times_tried,ocid_code,date_error,time_error,error_message
18919,1,ocds-5wno2w-CE-20190001486480-2633,22/11/2022,04:19:09,Status Conection ERROR !!
18979,1,ocds-5wno2w-RE-OA-GADMANTA-02-19-2668,22/11/2022,04:20:18,Status Conection ERROR !!
19039,1,ocds-5wno2w-CE-20190001487608-106273,22/11/2022,04:21:27,Status Conection ERROR !!
19159,1,ocds-5wno2w-RE-HGDC-002-2019-594674,22/11/2022,04:23:46,Status Conection ERROR !!
19219,1,ocds-5wno2w-CE-20190001489709-89788,22/11/2022,04:24:56,Status Conection ERROR !!
19279,1,ocds-5wno2w-RE-HESDTC-002-2019-8531,22/11/2022,04:26:15,Status Conection ERROR !!
19339,1,ocds-5wno2w-CE-20190001491342-461318,22/11/2022,04:27:25,Status Conection ERROR !!
19459,1,ocds-5wno2w-CE-20190001490000-2727,22/11/2022,04:29:44,Status Conection ERROR !!
19519,1,ocds-5wno2w-CE-20190001490134-585269,22/11/2022,04:30:53,Status Conection ERROR !!
19579,1,ocds-5wno2w-CE-20190001490395-17993,22/11/2022,04:32:03,Status Conection ERROR !!
19639,1,ocds-5wno2w-CE-20190001490263-17993,22/11/2022,04:33:12,Status Conection ERROR !!
19759,1,ocds-5wno2w-CE-20190001491261-99122,22/11/2022,04:35:30,Status Conection ERROR !!
19819,1,ocds-5wno2w-SIE-CBMM-01-2019-22249,22/11/2022,04:36:40,Status Conection ERROR !!
19879,1,ocds-5wno2w-CE-20190001489256-128990,22/11/2022,04:37:49,Status Conection ERROR !!
19939,1,ocds-5wno2w-CE-20190001489457-113139,22/11/2022,04:38:59,Status Conection ERROR !!
20059,1,ocds-5wno2w-CE-20190001489825-541874,22/11/2022,04:41:35,Status Conection ERROR !!
20119,1,ocds-5wno2w-CE-20190001491198-76040,22/11/2022,04:42:48,Status Conection ERROR !!
20179,1,ocds-5wno2w-CE-20190001491128-533868,22/11/2022,04:44:00,Status Conection ERROR !!
20239,1,ocds-5wno2w-CE-20190001490167-132257,22/11/2022,04:45:10,Status Conection ERROR !!
20359,1,ocds-5wno2w-CE-20190001490008-2727,22/11/2022,04:47:28,Status Conection ERROR !!
20419,1,ocds-5wno2w-CE-20190001489640-541874,22/11/2022,04:48:37,Status Conection ERROR !!
20479,1,ocds-5wno2w-CE-20190001489624-730708,22/11/2022,04:49:47,Status Conection ERROR !!
20539,1,ocds-5wno2w-CE-20190001490283-17993,22/11/2022,04:50:56,Status Conection ERROR !!
20659,1,ocds-5wno2w-CE-20190001488935-38702,22/11/2022,04:53:16,Status Conection ERROR !!
20719,1,ocds-5wno2w-CE-20190001489148-49817,22/11/2022,04:54:25,Status Conection ERROR !!
20779,1,ocds-5wno2w-CE-20190001489806-64773,22/11/2022,04:55:35,Status Conection ERROR !!
20839,1,ocds-5wno2w-CE-20190001492427-527955,22/11/2022,04:56:44,Status Conection ERROR !!
20959,1,ocds-5wno2w-CE-20190001491890-362140,22/11/2022,04:59:04,Status Conection ERROR !!
21019,1,ocds-5wno2w-CE-20190001492394-537326,22/11/2022,05:00:13,Status Conection ERROR !!
21079,1,ocds-5wno2w-CE-20190001491937-73126,22/11/2022,05:01:23,Status Conection ERROR !!
21139,1,ocds-5wno2w-MCO-GADMCP-2019-001-2345,22/11/2022,05:02:33,Status Conection ERROR !!
21259,1,ocds-5wno2w-CE-20190001493178-54001,22/11/2022,05:04:52,Status Conection ERROR !!
21319,1,ocds-5wno2w-CE-20190001491633-8380,22/11/2022,05:06:04,Status Conection ERROR !!
21379,1,ocds-5wno2w-CE-20190001493308-69823,22/11/2022,05:07:13,Status Conection ERROR !!
21439,1,ocds-5wno2w-CE-20190001491650-8380,22/11/2022,05:08:22,Status Conection ERROR !!
21559,1,ocds-5wno2w-CE-20190001492345-112577,22/11/2022,05:10:41,Status Conection ERROR !!
21619,1,ocds-5wno2w-CE-20190001493046-840618,22/11/2022,05:11:51,Status Conection ERROR !!
21679,1,ocds-5wno2w-CE-20190001492057-699688,22/11/2022,05:13:00,Status Conection ERROR !!
21739,1,ocds-5wno2w-CE-20190001492008-101386,22/11/2022,05:14:15,Status Conection ERROR !!
21859,1,ocds-5wno2w-CE-20190001491768-68478,22/11/2022,05:16:36,Status Conection ERROR !!
21919,1,ocds-5wno2w-CE-20190001493465-60164,22/11/2022,05:17:45,Status Conection ERROR !!
21979,1,ocds-5wno2w-CE-20190001492381-2863,22/11/2022,05:18:55,Status Conection ERROR !!
22039,1,ocds-5wno2w-CE-20190001492808-68925,22/11/2022,05:20:04,Status Conection ERROR !!
22159,1,ocds-5wno2w-CE-20190001493599-792270,22/11/2022,05:22:23,Status Conection ERROR !!
22219,1,ocds-5wno2w-CE-20190001492471-112460,22/11/2022,05:23:33,Status Conection ERROR !!
22279,1,ocds-5wno2w-CE-20190001493809-102482,22/11/2022,05:24:42,Status Conection ERROR !!
22339,1,ocds-5wno2w-CE-20190001493777-35143,22/11/2022,05:25:52,Status Conection ERROR !!
22459,1,ocds-5wno2w-RE-HGOIA-002-2019-49010,22/11/2022,05:28:11,Status Conection ERROR !!
22519,1,ocds-5wno2w-CE-20190001495133-18829,22/11/2022,05:29:20,Status Conection ERROR !!
22579,1,ocds-5wno2w-CE-20190001494105-115567,22/11/2022,05:30:29,Status Conection ERROR !!
22639,1,ocds-5wno2w-CE-20190001495383-20811,22/11/2022,05:31:39,Status Conection ERROR !!
22759,1,ocds-5wno2w-CE-20190001495951-129463,22/11/2022,05:33:58,Status Conection ERROR !!
22819,1,ocds-5wno2w-SIE-DD11D07-002-2019-55685,22/11/2022,05:35:07,Status Conection ERROR !!
22879,1,ocds-5wno2w-CE-20190001495277-527955,22/11/2022,05:36:16,Status Conection ERROR !!
22939,1,ocds-5wno2w-CE-20190001494973-2758,22/11/2022,05:37:29,Status Conection ERROR !!
23059,1,ocds-5wno2w-SIE-GADMCEE-04-2019-40764,22/11/2022,05:39:48,Status Conection ERROR !!
23119,1,ocds-5wno2w-CE-20190001494506-331829,22/11/2022,05:40:58,Status Conection ERROR !!
23179,1,ocds-5wno2w-CE-20190001495670-2443,22/11/2022,05:42:08,Status Conection ERROR !!
23239,1,ocds-5wno2w-CE-20190001495671-2443,22/11/2022,05:43:18,Status Conection ERROR !!
23359,1,ocds-5wno2w-CE-20190001495707-52558,22/11/2022,05:45:37,Status Conection ERROR !!
23419,1,ocds-5wno2w-CE-20190001495151-18829,22/11/2022,05:46:47,Status Conection ERROR !!
23479,1,ocds-5wno2w-CE-20190001497337-18615,22/11/2022,05:47:56,Status Conection ERROR !!
23539,1,ocds-5wno2w-CE-20190001497958-820920,22/11/2022,05:49:06,Status Conection ERROR !!
23659,1,ocds-5wno2w-CE-20190001498643-11080,22/11/2022,05:51:24,Status Conection ERROR !!
23719,1,ocds-5wno2w-CE-20190001497291-18615,22/11/2022,05:52:34,Status Conection ERROR !!
23779,1,ocds-5wno2w-CE-20190001498157-532798,22/11/2022,05:53:43,Status Conection ERROR !!
23839,1,ocds-5wno2w-CE-20190001498197-819667,22/11/2022,05:54:53,Status Conection ERROR !!
23959,1,ocds-5wno2w-CE-20190001496802-156277,22/11/2022,05:57:13,Status Conection ERROR !!
24019,1,ocds-5wno2w-CE-20190001498005-95974,22/11/2022,05:58:22,Status Conection ERROR !!
24079,1,ocds-5wno2w-CE-20190001496176-15643,22/11/2022,05:59:32,Status Conection ERROR !!
24139,1,ocds-5wno2w-CE-20190001497488-22622,22/11/2022,06:00:42,Status Conection ERROR !!
24259,1,ocds-5wno2w-CE-20190001498483-2464,22/11/2022,06:03:01,Status Conection ERROR !!
24319,1,ocds-5wno2w-CE-20190001496635-125949,22/11/2022,06:04:11,Status Conection ERROR !!
24379,1,ocds-5wno2w-CE-20190001496690-19565,22/11/2022,06:05:20,Status Conection ERROR !!
24439,1,ocds-5wno2w-CE-20190001496277-17885,22/11/2022,06:06:29,Status Conection ERROR !!
24559,1,ocds-5wno2w-CE-20190001496403-440761,22/11/2022,06:08:48,Status Conection ERROR !!
24619,1,ocds-5wno2w-CE-20190001496422-440761,22/11/2022,06:09:58,Status Conection ERROR !!
24679,1,ocds-5wno2w-CE-20190001497868-544034,22/11/2022,06:11:08,Status Conection ERROR !!
24739,1,ocds-5wno2w-CE-20190001496268-17885,22/11/2022,06:12:17,Status Conection ERROR !!
24859,1,ocds-5wno2w-CE-20190001497905-375461,22/11/2022,06:14:42,Status Conection ERROR !!
24918,1,ocds-5wno2w-CE-20190001499165-535736,22/11/2022,06:15:52,Status Conection ERROR !!
24978,1,ocds-5wno2w-CE-20190001500289-40576,22/11/2022,06:17:02,Status Conection ERROR !!
25038,1,ocds-5wno2w-CE-20190001499929-9220,22/11/2022,06:18:12,Status Conection ERROR !!
25098,1,ocds-5wno2w-CE-20190001498883-35945,22/11/2022,06:19:21,Status Conection ERROR !!
25209,1,ocds-5wno2w-CE-20190001499766-82297,22/11/2022,06:21:39,Status Conection ERROR !!
25255,1,ocds-5wno2w-CE-20190001499451-43246,22/11/2022,06:22:49,Status Conection ERROR !!
25299,1,ocds-5wno2w-CE-20190001499596-113939,22/11/2022,06:23:59,Status Conection ERROR !!
25344,1,ocds-5wno2w-CE-20190001500060-83636,22/11/2022,06:24:40,Status Conection ERROR !!
25344,2,ocds-5wno2w-CE-20190001500060-83636,22/11/2022,06:25:21,Status Conection ERROR !!
25409,1,ocds-5wno2w-CE-20190001499886-9220,22/11/2022,06:27:02,Status Conection ERROR !!
25469,1,ocds-5wno2w-CDC-GADMSC-002-2019-15065,22/11/2022,06:28:18,Status Conection ERROR !!
25529,1,ocds-5wno2w-CE-20190001499782-82297,22/11/2022,06:29:28,Status Conection ERROR !!
25589,1,ocds-5wno2w-CE-20190001499520-62072,22/11/2022,06:30:37,Status Conection ERROR !!
25708,1,ocds-5wno2w-CDC-SENAE-0002-2019-2656,22/11/2022,06:32:55,Status Conection ERROR !!
25761,1,ocds-5wno2w-CE-20190001500183-562623,22/11/2022,06:34:05,Status Conection ERROR !!
25803,1,ocds-5wno2w-CE-20190001499894-9220,22/11/2022,06:35:14,Status Conection ERROR !!
25849,1,ocds-5wno2w-CE-20190001500129-100467,22/11/2022,06:36:30,Status Conection ERROR !!
25899,1,ocds-5wno2w-CE-20190001499433-43246,22/11/2022,06:37:38,Status Conection ERROR !!
25959,1,ocds-5wno2w-CE-20190001500861-2345,22/11/2022,06:38:47,Status Conection ERROR !!
26019,1,ocds-5wno2w-CE-20190001502014-12070,22/11/2022,06:40:01,Status Conection ERROR !!
26077,1,ocds-5wno2w-CE-20190001501962-12070,22/11/2022,06:41:12,Status Conection ERROR !!
26137,1,ocds-5wno2w-CE-20190001501610-95917,22/11/2022,06:42:22,Status Conection ERROR !!
26197,1,ocds-5wno2w-SIE-SRIZ9-01-2019-585274,22/11/2022,06:43:32,Status Conection ERROR !!
26306,1,ocds-5wno2w-CE-20190001501512-569186,22/11/2022,06:45:51,Status Conection ERROR !!
26363,1,ocds-5wno2w-CE-20190001501338-129945,22/11/2022,06:47:00,Status Conection ERROR !!
26406,1,ocds-5wno2w-CE-20190001502199-2519,22/11/2022,06:48:09,Status Conection ERROR !!
26466,1,ocds-5wno2w-CE-20190001501777-114891,22/11/2022,06:49:21,Status Conection ERROR !!
26526,1,ocds-5wno2w-CE-20190001500916-129424,22/11/2022,06:50:30,Status Conection ERROR !!
26580,1,ocds-5wno2w-CE-20190001500635-16302,22/11/2022,06:51:40,Status Conection ERROR !!
26631,1,ocds-5wno2w-CE-20190001501587-95917,22/11/2022,06:52:50,Status Conection ERROR !!
26691,1,ocds-5wno2w-CE-20190001501854-158919,22/11/2022,06:53:59,Status Conection ERROR !!
26737,1,ocds-5wno2w-CE-20190001501668-569186,22/11/2022,06:55:07,Status Conection ERROR !!
26788,1,ocds-5wno2w-CE-20190001500602-542207,22/11/2022,06:56:17,Status Conection ERROR !!
26837,1,ocds-5wno2w-CE-20190001501972-12070,22/11/2022,06:57:25,Status Conection ERROR !!
26894,1,ocds-5wno2w-CE-20190001500969-105149,22/11/2022,06:58:34,Status Conection ERROR !!
27000,1,ocds-5wno2w-CE-20190001500770-18829,22/11/2022,07:00:56,Status Conection ERROR !!
27049,1,ocds-5wno2w-CE-20190001500429-141697,22/11/2022,07:02:05,Status Conection ERROR !!
27099,1,ocds-5wno2w-CE-20190001501998-12070,22/11/2022,07:03:15,Status Conection ERROR !!
27155,1,ocds-5wno2w-CE-20190001503939-96577,22/11/2022,07:04:25,Status Conection ERROR !!
27215,1,ocds-5wno2w-CE-20190001503316-337168,22/11/2022,07:05:35,Status Conection ERROR !!
27249,1,ocds-5wno2w-CE-20190001504355-103154,22/11/2022,07:06:43,Status Conection ERROR !!
27309,1,ocds-5wno2w-CE-20190001504077-532825,22/11/2022,07:07:53,Status Conection ERROR !!
27369,1,ocds-5wno2w-CE-20190001504729-19350,22/11/2022,07:09:07,Status Conection ERROR !!
27429,1,ocds-5wno2w-CE-20190001504543-108480,22/11/2022,07:10:17,Status Conection ERROR !!
27449,1,ocds-5wno2w-CE-20190001503502-256046,22/11/2022,07:11:20,Status Conection ERROR !!
27499,1,ocds-5wno2w-CE-20190001503334-550939,22/11/2022,07:12:29,Status Conection ERROR !!
27518,1,ocds-5wno2w-CE-20190001503057-9839,22/11/2022,07:13:11,Status Conection ERROR !!
27578,1,ocds-5wno2w-SIE-DDQ-MIES-01-2019-450550,22/11/2022,07:14:20,Status Conection ERROR !!
27632,1,ocds-5wno2w-CE-20190001502867-519694,22/11/2022,07:15:29,Status Conection ERROR !!
27674,1,ocds-5wno2w-CE-20190001502440-9272,22/11/2022,07:16:36,Status Conection ERROR !!
27733,1,ocds-5wno2w-CE-20190001504412-77149,22/11/2022,07:17:46,Status Conection ERROR !!
27793,1,ocds-5wno2w-CE-20190001504689-19350,22/11/2022,07:18:55,Status Conection ERROR !!
27909,1,ocds-5wno2w-CE-20190001503767-531792,22/11/2022,07:21:20,Status Conection ERROR !!
27969,1,ocds-5wno2w-CE-20190001502712-18340,22/11/2022,07:22:30,Status Conection ERROR !!
28028,1,ocds-5wno2w-CE-20190001504518-18615,22/11/2022,07:23:40,Status Conection ERROR !!
28088,1,ocds-5wno2w-CE-20190001503728-18340,22/11/2022,07:24:50,Status Conection ERROR !!
28148,1,ocds-5wno2w-CE-20190001502901-19209,22/11/2022,07:26:00,Status Conection ERROR !!
28259,1,ocds-5wno2w-CE-20190001503080-58632,22/11/2022,07:28:21,Status Conection ERROR !!
28319,1,ocds-5wno2w-CE-20190001502640-167462,22/11/2022,07:29:30,Status Conection ERROR !!
28379,1,ocds-5wno2w-CE-20190001502480-3680,22/11/2022,07:30:39,Status Conection ERROR !!
28439,1,ocds-5wno2w-CE-20190001503349-550939,22/11/2022,07:31:49,Status Conection ERROR !!
28497,1,ocds-5wno2w-CE-20190001504374-54001,22/11/2022,07:32:58,Status Conection ERROR !!
28607,1,ocds-5wno2w-CE-20190001503243-369788,22/11/2022,07:35:16,Status Conection ERROR !!
28667,1,ocds-5wno2w-CE-20190001504228-569186,22/11/2022,07:36:25,Status Conection ERROR !!
28718,1,ocds-5wno2w-CE-20190001504225-569186,22/11/2022,07:37:34,Status Conection ERROR !!
28778,1,ocds-5wno2w-CE-20190001505019-123538,22/11/2022,07:38:43,Status Conection ERROR !!
28838,1,ocds-5wno2w-CE-20190001506063-149889,22/11/2022,07:39:53,Status Conection ERROR !!
28898,1,ocds-5wno2w-SEI-CZ5GR-01-2019-595965,22/11/2022,07:41:06,Status Conection ERROR !!
29009,1,ocds-5wno2w-CE-20190001505794-114709,22/11/2022,07:43:28,Status Conection ERROR !!
29069,1,ocds-5wno2w-CE-20190001505663-59830,22/11/2022,07:44:38,Status Conection ERROR !!
29129,1,ocds-5wno2w-CE-20190001506458-10331,22/11/2022,07:45:50,Status Conection ERROR !!
29189,1,ocds-5wno2w-CE-20190001505292-339612,22/11/2022,07:47:00,Status Conection ERROR !!
29309,1,ocds-5wno2w-CE-20190001505291-339612,22/11/2022,07:49:21,Status Conection ERROR !!
29369,1,ocds-5wno2w-SIE-DD15D02-001-2019-24924,22/11/2022,07:50:31,Status Conection ERROR !!
29427,1,ocds-5wno2w-CE-20190001506101-149889,22/11/2022,07:51:43,Status Conection ERROR !!
29487,1,ocds-5wno2w-CE-20190001506975-147818,22/11/2022,07:52:52,Status Conection ERROR !!
29547,1,ocds-5wno2w-CE-20190001507128-48853,22/11/2022,07:54:02,Status Conection ERROR !!
29659,1,ocds-5wno2w-CE-20190001505725-537307,22/11/2022,07:56:20,Status Conection ERROR !!
29717,1,ocds-5wno2w-CE-20190001505287-339612,22/11/2022,07:57:30,Status Conection ERROR !!
29777,1,ocds-5wno2w-CE-20190001506029-68478,22/11/2022,07:58:41,Status Conection ERROR !!
29837,1,ocds-5wno2w-CE-20190001506220-16208,22/11/2022,07:59:51,Status Conection ERROR !!
29897,1,ocds-5wno2w-CE-20190001506688-29340,22/11/2022,08:01:02,Status Conection ERROR !!
29930,1,ocds-5wno2w-CE-20190001505818-741823,22/11/2022,08:02:16,Status Conection ERROR !!
30009,1,ocds-5wno2w-CE-20190001506180-23921,22/11/2022,08:04:17,Status Conection ERROR !!
30069,1,ocds-5wno2w-CE-20190001506035-119928,22/11/2022,08:05:27,Status Conection ERROR !!
30128,1,ocds-5wno2w-CE-20190001507792-16346,22/11/2022,08:06:37,Status Conection ERROR !!
30186,1,ocds-5wno2w-CE-20190001507982-20811,22/11/2022,08:07:48,Status Conection ERROR !!
30244,1,ocds-5wno2w-CE-20190001508458-95496,22/11/2022,08:08:58,Status Conection ERROR !!
30352,1,ocds-5wno2w-CE-20190001508028-62010,22/11/2022,08:11:18,Status Conection ERROR !!
30412,1,ocds-5wno2w-CE-20190001509740-113590,22/11/2022,08:12:30,Status Conection ERROR !!
30469,1,ocds-5wno2w-CE-20190001507479-118100,22/11/2022,08:13:40,Status Conection ERROR !!
30528,1,ocds-5wno2w-CE-20190001507329-2519,22/11/2022,08:14:51,Status Conection ERROR !!
30583,1,ocds-5wno2w-CE-20190001509831-67972,22/11/2022,08:16:00,Status Conection ERROR !!
30641,1,ocds-5wno2w-CE-20190001507925-537307,22/11/2022,08:17:11,Status Conection ERROR !!
30757,1,ocds-5wno2w-CE-20190001507318-2519,22/11/2022,08:19:36,Status Conection ERROR !!
30817,1,ocds-5wno2w-SIE-D14D01-005-2019-334440,22/11/2022,08:20:50,Status Conection ERROR !!
30877,1,ocds-5wno2w-CE-20190001509531-32514,22/11/2022,08:22:01,Status Conection ERROR !!
30936,1,ocds-5wno2w-CE-20190001508179-44856,22/11/2022,08:23:17,Status Conection ERROR !!
30994,1,ocds-5wno2w-CE-20190001508636-34305,22/11/2022,08:24:27,Status Conection ERROR !!
31109,1,ocds-5wno2w-CE-20190001509285-62010,22/11/2022,08:26:47,Status Conection ERROR !!
31168,1,ocds-5wno2w-CE-20190001507723-922485,22/11/2022,08:27:57,Status Conection ERROR !!
31228,1,ocds-5wno2w-CE-20190001509244-462847,22/11/2022,08:29:08,Status Conection ERROR !!
31285,1,ocds-5wno2w-CE-20190001509171-62010,22/11/2022,08:30:19,Status Conection ERROR !!
31345,1,ocds-5wno2w-CE-20190001508518-765911,22/11/2022,08:31:29,Status Conection ERROR !!
31457,1,ocds-5wno2w-CE-20190001509730-113590,22/11/2022,08:33:51,Status Conection ERROR !!
31517,1,ocds-5wno2w-CE-20190001509554-532155,22/11/2022,08:35:05,Status Conection ERROR !!
31577,1,ocds-5wno2w-CE-20190001508682-129983,22/11/2022,08:36:15,Status Conection ERROR !!
31637,1,ocds-5wno2w-CE-20190001509021-538898,22/11/2022,08:37:24,Status Conection ERROR !!
31697,1,ocds-5wno2w-CE-20190001510881-864150,22/11/2022,08:38:36,Status Conection ERROR !!
31809,1,ocds-5wno2w-CE-20190001511926-740160,22/11/2022,08:40:57,Status Conection ERROR !!
31869,1,ocds-5wno2w-CE-20190001511994-84474,22/11/2022,08:42:07,Status Conection ERROR !!
31928,1,ocds-5wno2w-CE-20190001511688-454770,22/11/2022,08:43:17,Status Conection ERROR !!
31988,1,ocds-5wno2w-CE-20190001510239-29399,22/11/2022,08:44:28,Status Conection ERROR !!
32048,1,ocds-5wno2w-RE-DIRMOV-0003-2019-2789,22/11/2022,08:45:40,Status Conection ERROR !!
32159,1,ocds-5wno2w-CE-20190001511069-405532,22/11/2022,08:47:59,Status Conection ERROR !!
32219,1,ocds-5wno2w-CE-20190001511097-404551,22/11/2022,08:49:13,Status Conection ERROR !!
32279,1,ocds-5wno2w-CE-20190001512522-71649,22/11/2022,08:50:22,Status Conection ERROR !!
32339,1,ocds-5wno2w-CE-20190001511260-471388,22/11/2022,08:51:34,Status Conection ERROR !!
32396,1,ocds-5wno2w-CE-20190001510504-93558,22/11/2022,08:52:46,Status Conection ERROR !!
32497,1,ocds-5wno2w-CE-20190001511128-404551,22/11/2022,08:54:41,Status Conection ERROR !!
32542,1,ocds-5wno2w-CE-20190001511576-90689,22/11/2022,08:55:50,Status Conection ERROR !!
32576,1,ocds-5wno2w-PCMC-GPRL-003-2019-115480,22/11/2022,08:57:01,Status Conection ERROR !!
32594,1,ocds-5wno2w-SIE-HCAM-2019-022-54651,22/11/2022,08:57:36,Status Conection ERROR !!
32594,2,ocds-5wno2w-SIE-HCAM-2019-022-54651,22/11/2022,08:58:16,Status Conection ERROR !!
32681,1,ocds-5wno2w-CE-20190001511476-793125,22/11/2022,09:00:08,Status Conection ERROR !!
32771,1,ocds-5wno2w-CE-20190001511603-49830,22/11/2022,09:02:04,Status Conection ERROR !!
32824,1,ocds-5wno2w-CE-20190001511822-89917,22/11/2022,09:03:14,Status Conection ERROR !!
32875,1,ocds-5wno2w-CE-20190001511991-84474,22/11/2022,09:04:32,Status Conection ERROR !!
32935,1,ocds-5wno2w-CE-20190001510856-155324,22/11/2022,09:05:41,Status Conection ERROR !!
32994,1,ocds-5wno2w-CE-20190001510619-110199,22/11/2022,09:06:56,Status Conection ERROR !!
33109,1,ocds-5wno2w-CE-20190001513366-155618,22/11/2022,09:09:18,Status Conection ERROR !!
33169,1,ocds-5wno2w-CE-20190001515015-111762,22/11/2022,09:10:28,Status Conection ERROR !!
33229,1,ocds-5wno2w-CE-20190001514502-2708,22/11/2022,09:11:55,Status Conection ERROR !!
33289,1,ocds-5wno2w-CE-20190001513872-57245,22/11/2022,09:13:12,Status Conection ERROR !!
33409,1,ocds-5wno2w-CE-20190001513282-2733,22/11/2022,09:15:33,Status Conection ERROR !!
33469,1,ocds-5wno2w-CE-20190001514861-536036,22/11/2022,09:16:43,Status Conection ERROR !!
33520,1,ocds-5wno2w-CE-20190001512935-790545,22/11/2022,09:17:55,Status Conection ERROR !!
33570,1,ocds-5wno2w-CE-20190001513324-76522,22/11/2022,09:19:06,Status Conection ERROR !!
33630,1,ocds-5wno2w-CE-20190001515001-2580,22/11/2022,09:20:16,Status Conection ERROR !!
33690,1,ocds-5wno2w-CE-20190001513128-30951,22/11/2022,09:21:26,Status Conection ERROR !!
33809,1,ocds-5wno2w-CE-20190001513394-2662,22/11/2022,09:23:54,Status Conection ERROR !!
33867,1,ocds-5wno2w-CE-20190001514771-534517,22/11/2022,09:25:11,Status Conection ERROR !!
33921,1,ocds-5wno2w-CE-20190001512759-101064,22/11/2022,09:26:21,Status Conection ERROR !!
33979,1,ocds-5wno2w-CE-20190001514448-2708,22/11/2022,09:27:32,Status Conection ERROR !!
34038,1,ocds-5wno2w-SIE-INOCAR-001-2019-2446,22/11/2022,09:28:49,Status Conection ERROR !!
34098,1,ocds-5wno2w-CE-20190001513806-91960,22/11/2022,09:30:05,Status Conection ERROR !!
34199,1,ocds-5wno2w-CE-20190001512902-93666,22/11/2022,09:32:24,Status Conection ERROR !!
34259,1,ocds-5wno2w-CE-20190001514017-98257,22/11/2022,09:33:37,Status Conection ERROR !!
34319,1,ocds-5wno2w-CE-20190001515005-44481,22/11/2022,09:34:51,Status Conection ERROR !!
34376,1,ocds-5wno2w-CE-20190001513338-27074,22/11/2022,09:36:03,Status Conection ERROR !!
34425,1,ocds-5wno2w-CE-20190001514819-537571,22/11/2022,09:37:18,Status Conection ERROR !!
34485,1,ocds-5wno2w-CE-20190001513649-2443,22/11/2022,09:38:28,Status Conection ERROR !!
34545,1,ocds-5wno2w-CE-20190001514825-537571,22/11/2022,09:39:38,Status Conection ERROR !!
34659,1,ocds-5wno2w-COTO-GADPE-008-2019-32109,22/11/2022,09:41:58,Status Conection ERROR !!
34719,1,ocds-5wno2w-CE-20190001515637-2803,22/11/2022,09:43:08,Status Conection ERROR !!
34778,1,ocds-5wno2w-CE-20190001515358-44928,22/11/2022,09:44:19,Status Conection ERROR !!
34834,1,ocds-5wno2w-CE-20190001515210-823399,22/11/2022,09:45:32,Status Conection ERROR !!
34857,1,ocds-5wno2w-CE-20190001515546-10331,22/11/2022,09:46:37,Status Conection ERROR !!
34914,1,ocds-5wno2w-CE-20190001516658-125146,22/11/2022,09:47:55,Status Conection ERROR !!
34967,1,ocds-5wno2w-CE-20190001515501-3203,22/11/2022,09:49:21,Status Conection ERROR !!
35057,1,ocds-5wno2w-CE-20190001515199-823399,22/11/2022,09:51:15,Status Conection ERROR !!
35115,1,ocds-5wno2w-CE-20190001515753-98257,22/11/2022,09:52:32,Status Conection ERROR !!
35172,1,ocds-5wno2w-CE-20190001515954-10331,22/11/2022,09:53:46,Status Conection ERROR !!
35232,1,ocds-5wno2w-SIE-HAGP-026-2019-17993,22/11/2022,09:54:56,Status Conection ERROR !!
35291,1,ocds-5wno2w-SIE-HIAL-0009-2019-8458,22/11/2022,09:56:06,Status Conection ERROR !!
35347,1,ocds-5wno2w-CE-20190001516677-15857,22/11/2022,09:57:17,Status Conection ERROR !!
35449,1,ocds-5wno2w-CE-20190001515944-10331,22/11/2022,09:59:45,Status Conection ERROR !!
35559,1,ocds-5wno2w-CE-20190001516844-120022,22/11/2022,10:01:51,Status Conection ERROR !!
35618,1,ocds-5wno2w-CE-20190001517005-44481,22/11/2022,10:03:07,Status Conection ERROR !!
35674,1,ocds-5wno2w-CE-20190001517318-34865,22/11/2022,10:04:20,Status Conection ERROR !!
35734,1,ocds-5wno2w-CE-20190001517187-47100,22/11/2022,10:05:33,Status Conection ERROR !!
35794,1,ocds-5wno2w-CE-20190001518131-119075,22/11/2022,10:06:45,Status Conection ERROR !!
35909,1,ocds-5wno2w-RE-CNE-008-2019-2546,22/11/2022,10:09:04,Status Conection ERROR !!
35969,1,ocds-5wno2w-CE-20190001517342-230991,22/11/2022,10:10:15,Status Conection ERROR !!
36029,1,ocds-5wno2w-CE-20190001517347-115787,22/11/2022,10:11:27,Status Conection ERROR !!
36089,1,ocds-5wno2w-CE-20190001517303-334029,22/11/2022,10:12:44,Status Conection ERROR !!
36209,1,ocds-5wno2w-CE-20190001518433-2711,22/11/2022,10:15:06,Status Conection ERROR !!
36269,1,ocds-5wno2w-CE-20190001517657-257384,22/11/2022,10:16:27,Status Conection ERROR !!
36329,1,ocds-5wno2w-CE-20190001517626-47100,22/11/2022,10:17:38,Status Conection ERROR !!
36386,1,ocds-5wno2w-CE-20190001517881-730708,22/11/2022,10:18:51,Status Conection ERROR !!
36444,1,ocds-5wno2w-CE-20190001518356-55685,22/11/2022,10:20:09,Status Conection ERROR !!
36559,1,ocds-5wno2w-CE-20190001518872-9676,22/11/2022,10:22:33,Status Conection ERROR !!
36618,1,ocds-5wno2w-CE-20190001518718-3268,22/11/2022,10:23:55,Status Conection ERROR !!
36678,1,ocds-5wno2w-CE-20190001517481-585577,22/11/2022,10:25:21,Status Conection ERROR !!
36738,1,ocds-5wno2w-SIE-DD20D01-2019-03.-106273,22/11/2022,10:26:39,Status Conection ERROR !!
