iteration_num,times_tried,ocid_code,date_error,time_error,error_message
36798,1,ocds-5wno2w-CE-20190001519991-113614,22/11/2022,10:27:51,Status Conection ERROR !!
36959,1,ocds-5wno2w-CE-20190001520163-23815,22/11/2022,10:31:14,Status Conection ERROR !!
37019,1,ocds-5wno2w-CE-20190001519456-2703,22/11/2022,10:32:30,Status Conection ERROR !!
37079,1,ocds-5wno2w-CE-20190001520217-96577,22/11/2022,10:33:43,Status Conection ERROR !!
37139,1,ocds-5wno2w-SIE-ESPOCH-UCP-21-19-53390,22/11/2022,10:34:55,Status Conection ERROR !!
37193,1,ocds-5wno2w-CE-20190001519730-8468,22/11/2022,10:36:07,Status Conection ERROR !!
37309,1,ocds-5wno2w-MCO-GADMJS-004-2019-40430,22/11/2022,10:38:36,Status Conection ERROR !!
37369,1,ocds-5wno2w-CE-20190001520403-591897,22/11/2022,10:39:50,Status Conection ERROR !!
37429,1,ocds-5wno2w-CE-20190001519548-99459,22/11/2022,10:41:01,Status Conection ERROR !!
37486,1,ocds-5wno2w-CE-20190001520745-532210,22/11/2022,10:42:17,Status Conection ERROR !!
37545,1,ocds-5wno2w-CE-20190001520941-126905,22/11/2022,10:43:36,Status Conection ERROR !!
37598,1,ocds-5wno2w-CE-20190001520484-96571,22/11/2022,10:44:48,Status Conection ERROR !!
37645,1,ocds-5wno2w-CE-20190001519648-56835,22/11/2022,10:46:04,Status Conection ERROR !!
37759,1,ocds-5wno2w-CE-20190001520838-131189,22/11/2022,10:48:42,Status Conection ERROR !!
37817,1,ocds-5wno2w-CE-20190001520439-112112,22/11/2022,10:49:59,Status Conection ERROR !!
37872,1,ocds-5wno2w-CE-20190001519422-126124,22/11/2022,10:51:10,Status Conection ERROR !!
37928,1,ocds-5wno2w-CE-20190001523042-14393,22/11/2022,10:52:22,Status Conection ERROR !!
37986,1,ocds-5wno2w-CE-20190001522628-775555,22/11/2022,10:53:34,Status Conection ERROR !!
38045,1,ocds-5wno2w-CE-20190001522634-775555,22/11/2022,10:54:45,Status Conection ERROR !!
38159,1,ocds-5wno2w-CE-20190001521121-720394,22/11/2022,10:57:10,Status Conection ERROR !!
38219,1,ocds-5wno2w-CE-20190001521518-540144,22/11/2022,10:58:23,Status Conection ERROR !!
38279,1,ocds-5wno2w-CE-20190001522688-107827,22/11/2022,10:59:34,Status Conection ERROR !!
38339,1,ocds-5wno2w-CE-20190001521722-179014,22/11/2022,11:00:46,Status Conection ERROR !!
38457,1,ocds-5wno2w-CE-20190001523074-14393,22/11/2022,11:03:19,Status Conection ERROR !!
38515,1,ocds-5wno2w-CE-20190001521883-63421,22/11/2022,11:04:30,Status Conection ERROR !!
38573,1,ocds-5wno2w-RE-GADMCM-05-2019-2742,22/11/2022,11:05:39,Status Conection ERROR !!
38632,1,ocds-5wno2w-CE-20190001522728-532125,22/11/2022,11:06:49,Status Conection ERROR !!
38692,1,ocds-5wno2w-CE-20190001523208-537258,22/11/2022,11:07:59,Status Conection ERROR !!
38809,1,ocds-5wno2w-CE-20190001520965-126905,22/11/2022,11:10:20,Status Conection ERROR !!
38868,1,ocds-5wno2w-CE-20190001521797-388838,22/11/2022,11:11:30,Status Conection ERROR !!
38924,1,ocds-5wno2w-CE-20190001522448-432196,22/11/2022,11:12:45,Status Conection ERROR !!
38980,1,ocds-5wno2w-CE-20190001522783-82809,22/11/2022,11:13:56,Status Conection ERROR !!
39040,1,ocds-5wno2w-MCO-GADPRLL-003-2019-130071,22/11/2022,11:15:11,Status Conection ERROR !!
39149,1,ocds-5wno2w-CE-20190001523180-537258,22/11/2022,11:17:44,Status Conection ERROR !!
39208,1,ocds-5wno2w-CE-20190001521064-79292,22/11/2022,11:18:56,Status Conection ERROR !!
39251,1,ocds-5wno2w-CE-20190001523402-44481,22/11/2022,11:20:09,Status Conection ERROR !!
39255,1,ocds-5wno2w-CE-20190001523396-44481,22/11/2022,11:20:40,Status Conection ERROR !!
39255,2,ocds-5wno2w-CE-20190001523396-44481,22/11/2022,11:21:20,Status Conection ERROR !!
39315,1,ocds-5wno2w-CE-20190001523381-44481,22/11/2022,11:22:33,Status Conection ERROR !!
39371,1,ocds-5wno2w-CE-20190001523292-44481,22/11/2022,11:23:47,Status Conection ERROR !!
39429,1,ocds-5wno2w-CE-20190001523620-118220,22/11/2022,11:24:57,Status Conection ERROR !!
39481,1,ocds-5wno2w-SIE-ALA23-008-2019-119075,22/11/2022,11:26:10,Status Conection ERROR !!
39531,1,ocds-5wno2w-CE-20190001523696-95186,22/11/2022,11:27:28,Status Conection ERROR !!
39647,1,ocds-5wno2w-CE-20190001524569-2528,22/11/2022,11:29:34,Status Conection ERROR !!
39736,1,ocds-5wno2w-CE-20190001525198-440761,22/11/2022,11:31:33,Status Conection ERROR !!
39806,1,ocds-5wno2w-SIE-IESS-HDS-003-19-51587,22/11/2022,11:33:35,Status Conection ERROR !!
39864,1,ocds-5wno2w-CE-20190001523767-53390,22/11/2022,11:34:45,Status Conection ERROR !!
39894,1,ocds-5wno2w-SIE-DD10D02-003-2019-574800,22/11/2022,11:35:37,Status Conection ERROR !!
39894,2,ocds-5wno2w-SIE-DD10D02-003-2019-574800,22/11/2022,11:36:17,Status Conection ERROR !!
39982,1,ocds-5wno2w-CE-20190001524602-900476,22/11/2022,11:38:11,Status Conection ERROR !!
40041,1,ocds-5wno2w-CE-20190001524486-26752,22/11/2022,11:39:39,Status Conection ERROR !!
40117,1,ocds-5wno2w-CE-20190001524793-70755,22/11/2022,11:41:37,Status Conection ERROR !!
40199,1,ocds-5wno2w-CE-20190001524758-3268,22/11/2022,11:43:25,Status Conection ERROR !!
40256,1,ocds-5wno2w-CE-20190001524800-70755,22/11/2022,11:44:37,Status Conection ERROR !!
40316,1,ocds-5wno2w-CE-20190001523713-95186,22/11/2022,11:45:49,Status Conection ERROR !!
40376,1,ocds-5wno2w-CE-20190001523748-2803,22/11/2022,11:46:59,Status Conection ERROR !!
40436,1,ocds-5wno2w-CE-20190001526042-65158,22/11/2022,11:48:14,Status Conection ERROR !!
40495,1,ocds-5wno2w-CE-20190001527524-592228,22/11/2022,11:49:25,Status Conection ERROR !!
40599,1,ocds-5wno2w-CE-20190001526509-2670,22/11/2022,11:51:44,Status Conection ERROR !!
40659,1,ocds-5wno2w-CE-20190001525902-585271,22/11/2022,11:52:55,Status Conection ERROR !!
40719,1,ocds-5wno2w-CE-20190001525607-179419,22/11/2022,11:54:13,Status Conection ERROR !!
40773,1,ocds-5wno2w-CE-20190001527332-17504,22/11/2022,11:55:30,Status Conection ERROR !!
40833,1,ocds-5wno2w-CE-20190001526838-49830,22/11/2022,11:56:47,Status Conection ERROR !!
40880,1,ocds-5wno2w-CE-20190001526955-454597,22/11/2022,11:57:56,Status Conection ERROR !!
40937,1,ocds-5wno2w-CE-20190001526261-163197,22/11/2022,11:59:08,Status Conection ERROR !!
40991,1,ocds-5wno2w-RE-GADMZ-006-2019-21867,22/11/2022,12:00:21,Status Conection ERROR !!
41109,1,ocds-5wno2w-CE-20190001526540-66867,22/11/2022,12:02:44,Status Conection ERROR !!
41169,1,ocds-5wno2w-CE-20190001526818-49830,22/11/2022,12:03:57,Status Conection ERROR !!
41229,1,ocds-5wno2w-CE-20190001525476-84608,22/11/2022,12:05:09,Status Conection ERROR !!
41289,1,ocds-5wno2w-MCO-STARITA-01-2019-117374,22/11/2022,12:06:27,Status Conection ERROR !!
41346,1,ocds-5wno2w-SIE-DDSPHTS-004-2019-101386,22/11/2022,12:07:36,Status Conection ERROR !!
41459,1,ocds-5wno2w-CE-20190001525712-90123,22/11/2022,12:10:00,Status Conection ERROR !!
41519,1,ocds-5wno2w-CE-20190001526189-90689,22/11/2022,12:11:12,Status Conection ERROR !!
41577,1,ocds-5wno2w-CE-20190001526264-46956,22/11/2022,12:12:22,Status Conection ERROR !!
41635,1,ocds-5wno2w-CE-20190001528087-740377,22/11/2022,12:13:33,Status Conection ERROR !!
41694,1,ocds-5wno2w-CE-20190001528285-59101,22/11/2022,12:14:45,Status Conection ERROR !!
41809,1,ocds-5wno2w-RE-GADIMCD-03-2019-44718,22/11/2022,12:17:05,Status Conection ERROR !!
41869,1,ocds-5wno2w-CE-20190001528970-49178,22/11/2022,12:18:18,Status Conection ERROR !!
41928,1,ocds-5wno2w-CE-20190001527897-95602,22/11/2022,12:19:29,Status Conection ERROR !!
41977,1,ocds-5wno2w-MCBS-DNC-2019-002-23921,22/11/2022,12:20:43,Status Conection ERROR !!
42024,1,ocds-5wno2w-CE-20190001529170-112577,22/11/2022,12:21:54,Status Conection ERROR !!
42081,1,ocds-5wno2w-CE-20190001527980-64773,22/11/2022,12:23:04,Status Conection ERROR !!
42137,1,ocds-5wno2w-RE-UPMSJ-005-2019-584670,22/11/2022,12:24:15,Status Conection ERROR !!
42196,1,ocds-5wno2w-CE-20190001527633-47466,22/11/2022,12:25:31,Status Conection ERROR !!
42309,1,ocds-5wno2w-CE-20190001528239-2619,22/11/2022,12:27:52,Status Conection ERROR !!
42365,1,ocds-5wno2w-CE-20190001529349-19749,22/11/2022,12:29:05,Status Conection ERROR !!
42468,1,ocds-5wno2w-CE-20190001527752-165112,22/11/2022,12:30:53,Status Conection ERROR !!
42528,1,ocds-5wno2w-CE-20190001528835-585882,22/11/2022,12:32:04,Status Conection ERROR !!
42588,1,ocds-5wno2w-CE-20190001527779-17483,22/11/2022,12:33:14,Status Conection ERROR !!
42648,1,ocds-5wno2w-CE-20190001529039-536738,22/11/2022,12:34:24,Status Conection ERROR !!
42758,1,ocds-5wno2w-CE-20190001527757-165112,22/11/2022,12:36:48,Status Conection ERROR !!
42818,1,ocds-5wno2w-CE-20190001527859-700125,22/11/2022,12:37:59,Status Conection ERROR !!
42878,1,ocds-5wno2w-CE-20190001528064-322368,22/11/2022,12:39:10,Status Conection ERROR !!
42938,1,ocds-5wno2w-CE-20190001531228-219040,22/11/2022,12:40:20,Status Conection ERROR !!
42998,1,ocds-5wno2w-CE-20190001529686-35918,22/11/2022,12:41:30,Status Conection ERROR !!
43109,1,ocds-5wno2w-CE-20190001530758-590870,22/11/2022,12:43:50,Status Conection ERROR !!
43167,1,ocds-5wno2w-CE-20190001531648-42036,22/11/2022,12:45:01,Status Conection ERROR !!
43201,1,ocds-5wno2w-CE-20190001530862-65158,22/11/2022,12:46:13,Status Conection ERROR !!
43249,1,ocds-5wno2w-CE-20190001530906-71391,22/11/2022,12:47:23,Status Conection ERROR !!
43295,1,ocds-5wno2w-CE-20190001530526-2561,22/11/2022,12:48:02,Status Conection ERROR !!
43295,2,ocds-5wno2w-CE-20190001530526-2561,22/11/2022,12:48:43,Status Conection ERROR !!
43354,1,ocds-5wno2w-CE-20190001530504-2561,22/11/2022,12:50:24,Status Conection ERROR !!
43409,1,ocds-5wno2w-CE-20190001531570-127923,22/11/2022,12:51:33,Status Conection ERROR !!
43468,1,ocds-5wno2w-CE-20190001530550-2619,22/11/2022,12:52:43,Status Conection ERROR !!
43524,1,ocds-5wno2w-CE-20190001531829-2733,22/11/2022,12:53:54,Status Conection ERROR !!
43584,1,ocds-5wno2w-CE-20190001531677-42036,22/11/2022,12:55:04,Status Conection ERROR !!
43644,1,ocds-5wno2w-CE-20190001532077-116542,22/11/2022,12:56:14,Status Conection ERROR !!
43759,1,ocds-5wno2w-CE-20190001531702-147818,22/11/2022,12:58:40,Status Conection ERROR !!
43817,1,ocds-5wno2w-CE-20190001531579-127923,22/11/2022,12:59:54,Status Conection ERROR !!
43870,1,ocds-5wno2w-CE-20190001530189-148732,22/11/2022,13:01:05,Status Conection ERROR !!
43929,1,ocds-5wno2w-CE-20190001530686-73126,22/11/2022,13:02:16,Status Conection ERROR !!
43989,1,ocds-5wno2w-CE-20190001530474-95917,22/11/2022,13:03:27,Status Conection ERROR !!
44109,1,ocds-5wno2w-CE-20190001530386-35249,22/11/2022,13:05:49,Status Conection ERROR !!
44169,1,ocds-5wno2w-CE-20190001530158-900476,22/11/2022,13:07:01,Status Conection ERROR !!
44229,1,ocds-5wno2w-CE-20190001531136-92871,22/11/2022,13:08:13,Status Conection ERROR !!
44286,1,ocds-5wno2w-CE-20190001531959-452927,22/11/2022,13:09:26,Status Conection ERROR !!
44346,1,ocds-5wno2w-CE-20190001530571-2561,22/11/2022,13:10:36,Status Conection ERROR !!
44459,1,ocds-5wno2w-CE-20190001532543-2345,22/11/2022,13:12:54,Status Conection ERROR !!
44515,1,ocds-5wno2w-CE-20190001532762-157889,22/11/2022,13:14:03,Status Conection ERROR !!
44575,1,ocds-5wno2w-CE-20190001533477-819633,22/11/2022,13:15:12,Status Conection ERROR !!
44635,1,ocds-5wno2w-CE-20190001533103-79121,22/11/2022,13:16:22,Status Conection ERROR !!
44693,1,ocds-5wno2w-CE-20190001532371-538186,22/11/2022,13:17:31,Status Conection ERROR !!
44745,1,ocds-5wno2w-CE-20190001533372-70988,22/11/2022,13:18:40,Status Conection ERROR !!
44859,1,ocds-5wno2w-CE-20190001532904-2728,22/11/2022,13:21:01,Status Conection ERROR !!
44919,1,ocds-5wno2w-CE-20190001532139-105641,22/11/2022,13:22:10,Status Conection ERROR !!
44979,1,ocds-5wno2w-CE-20190001532769-19455,22/11/2022,13:23:20,Status Conection ERROR !!
45039,1,ocds-5wno2w-CE-20190001532597-536989,22/11/2022,13:24:30,Status Conection ERROR !!
45097,1,ocds-5wno2w-CE-20190001533883-823399,22/11/2022,13:25:41,Status Conection ERROR !!
45209,1,ocds-5wno2w-CE-20190001533409-485352,22/11/2022,13:28:00,Status Conection ERROR !!
45269,1,ocds-5wno2w-CE-20190001533535-67912,22/11/2022,13:29:10,Status Conection ERROR !!
45329,1,ocds-5wno2w-CE-20190001534145-549451,22/11/2022,13:30:20,Status Conection ERROR !!
45389,1,ocds-5wno2w-CE-20190001533097-79121,22/11/2022,13:31:31,Status Conection ERROR !!
45509,1,ocds-5wno2w-CE-20190001534130-549451,22/11/2022,13:33:50,Status Conection ERROR !!
45569,1,ocds-5wno2w-CE-20190001534337-103154,22/11/2022,13:35:00,Status Conection ERROR !!
45625,1,ocds-5wno2w-CE-20190001535799-414951,22/11/2022,13:36:13,Status Conection ERROR !!
45685,1,ocds-5wno2w-CE-20190001534555-532731,22/11/2022,13:37:24,Status Conection ERROR !!
45745,1,ocds-5wno2w-CE-20190001534471-114943,22/11/2022,13:38:33,Status Conection ERROR !!
45857,1,ocds-5wno2w-MCO-GADR10A-001-2019-483969,22/11/2022,13:40:57,Status Conection ERROR !!
45916,1,ocds-5wno2w-GADMCB-RE-2019-02-31291,22/11/2022,13:42:07,Status Conection ERROR !!
45974,1,ocds-5wno2w-CE-20190001535783-414951,22/11/2022,13:43:16,Status Conection ERROR !!
46034,1,ocds-5wno2w-CE-20190001534945-532731,22/11/2022,13:44:26,Status Conection ERROR !!
46094,1,ocds-5wno2w-CE-20190001534517-545597,22/11/2022,13:45:37,Status Conection ERROR !!
46207,1,ocds-5wno2w-SIE-GADMA-DOP86-2019-2422,22/11/2022,13:47:56,Status Conection ERROR !!
46265,1,ocds-5wno2w-SIE-13D07-2019-004-532125,22/11/2022,13:49:06,Status Conection ERROR !!
46325,1,ocds-5wno2w-CE-20190001535031-2519,22/11/2022,13:50:18,Status Conection ERROR !!
46384,1,ocds-5wno2w-CE-20190001535087-51620,22/11/2022,13:51:29,Status Conection ERROR !!
46436,1,ocds-5wno2w-CE-20190001535092-96577,22/11/2022,13:52:38,Status Conection ERROR !!
46496,1,ocds-5wno2w-CE-20190001535795-414951,22/11/2022,13:53:48,Status Conection ERROR !!
46608,1,ocds-5wno2w-CE-20190001534472-462114,22/11/2022,13:56:11,Status Conection ERROR !!
46665,1,ocds-5wno2w-CE-20190001536886-2161,22/11/2022,13:57:22,Status Conection ERROR !!
46718,1,ocds-5wno2w-CE-20190001537870-414951,22/11/2022,13:58:31,Status Conection ERROR !!
46778,1,ocds-5wno2w-CE-20190001537442-364960,22/11/2022,13:59:41,Status Conection ERROR !!
46838,1,ocds-5wno2w-CE-20190001536357-520437,22/11/2022,14:00:51,Status Conection ERROR !!
46898,1,ocds-5wno2w-MCO-GADMG-005_2019-2620,22/11/2022,14:02:02,Status Conection ERROR !!
47009,1,ocds-5wno2w-CE-20190001538076-19623,22/11/2022,14:04:21,Status Conection ERROR !!
47065,1,ocds-5wno2w-CE-20190001537840-414951,22/11/2022,14:05:31,Status Conection ERROR !!
47125,1,ocds-5wno2w-CE-20190001537605-488297,22/11/2022,14:06:41,Status Conection ERROR !!
47182,1,ocds-5wno2w-CE-20190001536692-385338,22/11/2022,14:07:50,Status Conection ERROR !!
47236,1,ocds-5wno2w-CE-20190001538138-41020,22/11/2022,14:09:01,Status Conection ERROR !!
47293,1,ocds-5wno2w-CE-20190001536476-414951,22/11/2022,14:10:14,Status Conection ERROR !!
47303,1,ocds-5wno2w-SIE-UGIPS-2019-004-767249,22/11/2022,14:11:16,Status Conection ERROR !!
47342,1,ocds-5wno2w-CE-20190001536666-42184,22/11/2022,14:11:55,Status Conection ERROR !!
47342,2,ocds-5wno2w-CE-20190001536666-42184,22/11/2022,14:12:35,Status Conection ERROR !!
47373,1,ocds-5wno2w-CE-20190001535941-533126,22/11/2022,14:13:40,Status Conection ERROR !!
47399,1,ocds-5wno2w-CE-20190001537274-116607,22/11/2022,14:14:45,Status Conection ERROR !!
47449,1,ocds-5wno2w-CE-20190001537883-414951,22/11/2022,14:15:54,Status Conection ERROR !!
47499,1,ocds-5wno2w-CE-20190001536203-24339,22/11/2022,14:17:06,Status Conection ERROR !!
47520,1,ocds-5wno2w-CE-20190001536180-126076,22/11/2022,14:17:39,Status Conection ERROR !!
47520,2,ocds-5wno2w-CE-20190001536180-126076,22/11/2022,14:18:20,Status Conection ERROR !!
47561,1,ocds-5wno2w-CE-20190001537965-66858,22/11/2022,14:19:27,Status Conection ERROR !!
47599,1,ocds-5wno2w-CE-20190001536657-42184,22/11/2022,14:20:35,Status Conection ERROR !!
47649,1,ocds-5wno2w-CE-20190001537183-117981,22/11/2022,14:21:43,Status Conection ERROR !!
47695,1,ocds-5wno2w-CE-20190001536376-414951,22/11/2022,14:22:24,Status Conection ERROR !!
47695,2,ocds-5wno2w-CE-20190001536376-414951,22/11/2022,14:23:04,Status Conection ERROR !!
47726,1,ocds-5wno2w-CE-20190001537137-364960,22/11/2022,14:24:11,Status Conection ERROR !!
47752,1,ocds-5wno2w-CE-20190001537348-364960,22/11/2022,14:25:20,Status Conection ERROR !!
47799,1,ocds-5wno2w-CE-20190001536407-414951,22/11/2022,14:26:30,Status Conection ERROR !!
47799,2,ocds-5wno2w-CE-20190001536407-414951,22/11/2022,14:27:10,Status Conection ERROR !!
47849,1,ocds-5wno2w-CE-20190001536536-104101,22/11/2022,14:28:21,Status Conection ERROR !!
47899,1,ocds-5wno2w-CE-20190001536517-102227,22/11/2022,14:29:36,Status Conection ERROR !!
47926,1,ocds-5wno2w-CE-20190001536523-102227,22/11/2022,14:30:15,Status Conection ERROR !!
47926,2,ocds-5wno2w-CE-20190001536523-102227,22/11/2022,14:30:55,Status Conection ERROR !!
47998,1,ocds-5wno2w-CE-20190001536616-537307,22/11/2022,14:32:09,Status Conection ERROR !!
47998,2,ocds-5wno2w-CE-20190001536616-537307,22/11/2022,14:32:49,Status Conection ERROR !!
47999,1,ocds-5wno2w-CE-20190001536615-537307,22/11/2022,14:33:51,Status Conection ERROR !!
48049,1,ocds-5wno2w-CE-20190001538296-782624,22/11/2022,14:34:59,Status Conection ERROR !!
48065,1,ocds-5wno2w-CE-20190001539087-519694,22/11/2022,14:35:31,Status Conection ERROR !!
48065,2,ocds-5wno2w-CE-20190001539087-519694,22/11/2022,14:36:12,Status Conection ERROR !!
48108,1,ocds-5wno2w-CE-20190001539343-96675,22/11/2022,14:37:19,Status Conection ERROR !!
48149,1,ocds-5wno2w-CE-20190001540132-365398,22/11/2022,14:38:27,Status Conection ERROR !!
48199,1,ocds-5wno2w-CE-20190001539668-741823,22/11/2022,14:39:36,Status Conection ERROR !!
48249,1,ocds-5wno2w-CE-20190001539083-519694,22/11/2022,14:40:44,Status Conection ERROR !!
48267,1,ocds-5wno2w-SIE-011-PAM-CON-2019-273812,22/11/2022,14:41:17,Status Conection ERROR !!
48267,2,ocds-5wno2w-SIE-011-PAM-CON-2019-273812,22/11/2022,14:41:58,Status Conection ERROR !!
48305,1,ocds-5wno2w-CE-20190001538531-35256,22/11/2022,14:43:06,Status Conection ERROR !!
48349,1,ocds-5wno2w-CE-20190001538371-540144,22/11/2022,14:44:14,Status Conection ERROR !!
48399,1,ocds-5wno2w-CE-20190001540329-101178,22/11/2022,14:45:26,Status Conection ERROR !!
48449,1,ocds-5wno2w-RE-HGP-006-2019-2711,22/11/2022,14:46:37,Status Conection ERROR !!
48500,1,ocds-5wno2w-CE-20190001539729-462863,22/11/2022,14:47:49,Status Conection ERROR !!
48549,1,ocds-5wno2w-CE-20190001539363-153357,22/11/2022,14:49:01,Status Conection ERROR !!
48599,1,ocds-5wno2w-CE-20190001540346-122588,22/11/2022,14:50:10,Status Conection ERROR !!
48649,1,ocds-5wno2w-CE-20190001539518-2519,22/11/2022,14:51:23,Status Conection ERROR !!
48699,1,ocds-5wno2w-CE-20190001539236-58632,22/11/2022,14:52:39,Status Conection ERROR !!
48750,1,ocds-5wno2w-SIE-HANM-015-2019-59086,22/11/2022,14:53:48,Status Conection ERROR !!
48799,1,ocds-5wno2w-MCBS-SRIPSU-008-2019-585260,22/11/2022,14:54:59,Status Conection ERROR !!
48849,1,ocds-5wno2w-CE-20190001539242-58632,22/11/2022,14:56:07,Status Conection ERROR !!
48899,1,ocds-5wno2w-CE-20190001538835-3208,22/11/2022,14:57:17,Status Conection ERROR !!
48940,1,ocds-5wno2w-CE-20190001538421-414951,22/11/2022,14:57:55,Status Conection ERROR !!
48940,2,ocds-5wno2w-CE-20190001538421-414951,22/11/2022,14:58:35,Status Conection ERROR !!
48950,1,ocds-5wno2w-CE-20190001538434-414951,22/11/2022,14:59:37,Status Conection ERROR !!
48996,1,ocds-5wno2w-CE-20190001539524-302595,22/11/2022,15:00:16,Status Conection ERROR !!
48996,2,ocds-5wno2w-CE-20190001539524-302595,22/11/2022,15:00:57,Status Conection ERROR !!
49020,1,ocds-5wno2w-CE-20190001539492-130414,22/11/2022,15:02:01,Status Conection ERROR !!
49049,1,ocds-5wno2w-CE-20190001539067-3208,22/11/2022,15:03:06,Status Conection ERROR !!
49099,1,ocds-5wno2w-CE-20190001538211-24924,22/11/2022,15:04:15,Status Conection ERROR !!
49148,1,ocds-5wno2w-MCBS-MDI-001-2019-57124,22/11/2022,15:04:56,Status Conection ERROR !!
49148,2,ocds-5wno2w-MCBS-MDI-001-2019-57124,22/11/2022,15:05:36,Status Conection ERROR !!
49155,1,ocds-5wno2w-CE-20190001538625-39712,22/11/2022,15:06:40,Status Conection ERROR !!
49199,1,ocds-5wno2w-CE-20190001539424-514271,22/11/2022,15:07:48,Status Conection ERROR !!
49249,1,ocds-5wno2w-CE-20190001538637-39712,22/11/2022,15:08:58,Status Conection ERROR !!
49299,1,ocds-5wno2w-CE-20190001541757-542266,22/11/2022,15:10:10,Status Conection ERROR !!
49347,1,ocds-5wno2w-CE-20190001540901-6599,22/11/2022,15:10:54,Status Conection ERROR !!
49357,1,ocds-5wno2w-CE-20190001540790-25399,22/11/2022,15:11:56,Status Conection ERROR !!
49399,1,ocds-5wno2w-CE-20190001541395-65888,22/11/2022,15:13:03,Status Conection ERROR !!
49427,1,ocds-5wno2w-CE-20190001541138-62280,22/11/2022,15:13:38,Status Conection ERROR !!
49427,2,ocds-5wno2w-CE-20190001541138-62280,22/11/2022,15:14:19,Status Conection ERROR !!
49449,1,ocds-5wno2w-CE-20190001541970-362824,22/11/2022,15:15:23,Status Conection ERROR !!
49499,1,ocds-5wno2w-CE-20190001541601-52109,22/11/2022,15:16:31,Status Conection ERROR !!
49555,1,ocds-5wno2w-CE-20190001541331-54082,22/11/2022,15:17:41,Status Conection ERROR !!
49599,1,ocds-5wno2w-CE-20190001542325-110994,22/11/2022,15:18:49,Status Conection ERROR !!
49649,1,ocds-5wno2w-SIE-GPLR-0015-2019-2805,22/11/2022,15:20:01,Status Conection ERROR !!
49699,1,ocds-5wno2w-CE-20190001540601-730708,22/11/2022,15:21:10,Status Conection ERROR !!
49749,1,ocds-5wno2w-CE-20190001541950-26822,22/11/2022,15:22:20,Status Conection ERROR !!
49799,1,ocds-5wno2w-CE-20190001541619-20858,22/11/2022,15:23:31,Status Conection ERROR !!
49816,1,ocds-5wno2w-CE-20190001542143-585093,22/11/2022,15:24:05,Status Conection ERROR !!
49816,2,ocds-5wno2w-CE-20190001542143-585093,22/11/2022,15:24:45,Status Conection ERROR !!
49857,1,ocds-5wno2w-CE-20190001542234-452225,22/11/2022,15:25:54,Status Conection ERROR !!
49898,1,ocds-5wno2w-CE-20190001541859-362824,22/11/2022,15:26:32,Status Conection ERROR !!
49898,2,ocds-5wno2w-CE-20190001541859-362824,22/11/2022,15:27:12,Status Conection ERROR !!
49941,1,ocds-5wno2w-CE-20190001541573-701699,22/11/2022,15:28:20,Status Conection ERROR !!
49951,1,ocds-5wno2w-CE-20190001542022-362824,22/11/2022,15:29:22,Status Conection ERROR !!
49999,1,ocds-5wno2w-CE-20190001541283-90098,22/11/2022,15:30:32,Status Conection ERROR !!
50049,1,ocds-5wno2w-CE-20190001540966-110994,22/11/2022,15:31:59,Status Conection ERROR !!
50074,1,ocds-5wno2w-CE-20190001540497-22651,22/11/2022,15:32:34,Status Conection ERROR !!
50099,1,ocds-5wno2w-SIE-GADMEC-002-2019-79292,22/11/2022,15:33:41,Status Conection ERROR !!
50149,1,ocds-5wno2w-CE-20190001540563-730708,22/11/2022,15:34:54,Status Conection ERROR !!
50196,1,ocds-5wno2w-CE-20190001540615-110844,22/11/2022,15:35:32,Status Conection ERROR !!
50196,2,ocds-5wno2w-CE-20190001540615-110844,22/11/2022,15:36:12,Status Conection ERROR !!
50205,1,ocds-5wno2w-CE-20190001542038-82978,22/11/2022,15:37:14,Status Conection ERROR !!
50240,1,ocds-5wno2w-CE-20190001542360-110994,22/11/2022,15:37:55,Status Conection ERROR !!
50249,1,ocds-5wno2w-SIE-HBO-011-2019-JH-40576,22/11/2022,15:39:08,Status Conection ERROR !!
50299,1,ocds-5wno2w-CE-20190001541426-65888,22/11/2022,15:40:21,Status Conection ERROR !!
50315,1,ocds-5wno2w-SIE-CELTRA-009-19-240699,22/11/2022,15:40:55,Status Conection ERROR !!
50315,2,ocds-5wno2w-SIE-CELTRA-009-19-240699,22/11/2022,15:41:35,Status Conection ERROR !!
50357,1,ocds-5wno2w-CE-20190001541476-547826,22/11/2022,15:42:43,Status Conection ERROR !!
50398,1,ocds-5wno2w-CE-20190001541789-362824,22/11/2022,15:43:23,Status Conection ERROR !!
50398,2,ocds-5wno2w-CE-20190001541789-362824,22/11/2022,15:44:04,Status Conection ERROR !!
50438,1,ocds-5wno2w-CE-20190001541377-65888,22/11/2022,15:45:13,Status Conection ERROR !!
50449,1,ocds-5wno2w-CE-20190001541297-123069,22/11/2022,15:46:15,Status Conection ERROR !!
50505,1,ocds-5wno2w-CE-20190001540434-813055,22/11/2022,15:47:25,Status Conection ERROR !!
50549,1,ocds-5wno2w-CE-20190001541870-362824,22/11/2022,15:48:37,Status Conection ERROR !!
50599,1,ocds-5wno2w-CE-20190001544210-131059,22/11/2022,15:49:46,Status Conection ERROR !!
50632,1,ocds-5wno2w-CE-20190001543426-414951,22/11/2022,15:50:23,Status Conection ERROR !!
50632,2,ocds-5wno2w-CE-20190001543426-414951,22/11/2022,15:51:03,Status Conection ERROR !!
50649,1,ocds-5wno2w-CE-20190001545074-24882,22/11/2022,15:52:06,Status Conection ERROR !!
